Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountOutput,MaxInheritanceTree
File,"D:\6611\chromium_latest\third_party\npapi\npspy\common\profile.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\common\utils.cpp",,,,,0,,,8,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\dirpick.cpp",,,,,0,,,11,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_advanced.cpp",,,,,0,,,4,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_fiter.cpp",,,,,0,,,5,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_general.cpp",,,,,0,,,4,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_log.cpp",,,,,0,,,6,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_main.cpp",,,,,0,,,7,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\gui_pause.cpp",,,,,0,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\loggerw.cpp",,,,,0,,,9,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\profilew.cpp",,,,,0,,,8,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\setupexe.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\npapi\npspy\windows\winentry.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\third_party\power_gadget\PowerGadgetLib.cpp",,,,,0,,,22,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\BlinkGCPlugin.cpp",,,,,10,,,92,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\Edge.cpp",,,,,0,,,19,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\RecordInfo.cpp",,,,,0,,,29,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\base_requires_tracing.cpp",,,,,0,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_multiple_trace_bases.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_overrides_new.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_requires_finalization_base.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_requires_finalization_field.cpp",,,,,0,,,4,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_requires_finalization_mixin.cpp",,,,,0,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_requires_trace_method.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\class_requires_trace_method_tmpl.cpp",,,,,2,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\cycle_ptrs.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\cycle_sub.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\cycle_super.cpp",,,,,0,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\cycle_super_neg.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\destructor_access_finalized_field.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\destructor_in_nonfinalized_class.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\fields_require_tracing.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\finalize_after_dispatch.cpp",,,,,0,,,7,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\garbage_collected_mixin.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\ignore_class.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\ignore_fields.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\inner_class.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\left_most_gc_base.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\member_in_offheap_class.cpp",,,,,0,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\non_virtual_trace.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\own_ptr_to_gc_managed_class.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\persistent_field_in_gc_managed_class.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\pure_virtual_trace.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\raw_ptr_to_gc_managed_class.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\ref_ptr_to_gc_managed_class.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\stack_allocated.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\trace_after_dispatch.cpp",,,,,0,,,6,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\trace_collections.cpp",,,,,0,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\virtual_and_trace_after_dispatch.cpp",,,,,0,,,4,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\blink_gc_plugin\tests\weak_fields_require_tracing.cpp",,,,,0,,,2,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\empty_string\EmptyStringConverter.cpp",,,,,4,,,9,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\ChromeClassTester.cpp",,,,,0,,,17,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\FindBadConstructs.cpp",,,,,2,,,24,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\base_refcounted.cpp",,,,,7,,,9,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\enum_last_value.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\inline_copy_ctor.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\inline_ctor.cpp",,,,,1,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\missing_ctor.cpp",,,,,1,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\nested_class_inline_ctor.cpp",,,,,0,,,0,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\overridden_methods.cpp",,,,,2,,,11,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\virtual_methods.cpp",,,,,3,,,8,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\plugins\tests\weak_ptr_factory.cpp",,,,,6,,,1,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\rewrite_scoped_array\RewriteScopedArray.cpp",,,,,1,,,3,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\clang\rewrite_scoped_ptr_ctor_null\RewriteScopedPtrCtorNull.cpp",,,,,4,,,10,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\measure_page_load_time\ie_bho\MeasurePageLoadTime.cpp",,,,,1,,,5,,,,,,,,,,,,,,
File,"D:\6611\chromium_latest\tools\measure_page_load_time\ie_bho\MeasurePageLoadTimeBHO.cpp",,,,,0,,,4,,,,,,,,,,,,,,
Function,"DeleteLogger",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"DerivedClass::SomeMethod",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"DerivedClass::SomeOtherMethod",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"DerivedClass::WebKitModifiedSomething",,,,,,,,,,,,,,,,,,,,,0,
Static Function,"DirPickDlgProc",,,,,,,,,,,,,,,,,,,,,12,
Function,"DllCanUnloadNow",,,,,,,,,,,,,,,,,,,,,2,
Function,"DllGetClassObject",,,,,,,,,,,,,,,,,,,,,2,
Function,"DllMain",,,,,,,,,,,,,,,,,,,,,2,
Function,"DllMain",,,,,,,,,,,,,,,,,,,,,3,
Function,"DllRegisterServer",,,,,,,,,,,,,,,,,,,,,2,
Function,"DllUnregisterServer",,,,,,,,,,,,,,,,,,,,,2,
Class,"DocumentOpenInDestroyStream",0,0,1,0,,0,0,,2,1,1,0,0,2,45,0,0,1,0,1,,1
Public Function,"DocumentOpenInDestroyStream::DocumentOpenInDestroyStream",,,,,,,,,,,,,,,,,,,,,2,
Private Virtual Function,"DocumentOpenInDestroyStream::NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,3,
Function,"DriveType",,,,,,,,,,,,,,,,,,,,,2,
Class,"DumpEdgeVisitor",8,50,1,0,,0,0,,4,4,4,0,0,4,20,0,0,0,0,4,,1
Public Function,"DumpEdgeVisitor::AtValue",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"DumpEdgeVisitor::DumpEdge",,,,,,,,,,,,,,,,,,,,,11,
Public Function,"DumpEdgeVisitor::DumpEdgeVisitor",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"DumpEdgeVisitor::DumpField",,,,,,,,,,,,,,,,,,,,,5,
Class,"EmptyStringConverter",5,0,0,0,,0,0,,2,3,3,0,0,2,2,0,0,0,0,2,,0
Class,"EmptyStringConverter",5,0,0,0,,0,0,,2,3,3,0,0,2,2,0,0,0,0,2,,0
Explicit Public Function,"EmptyStringConverter::EmptyStringConverter",,,,,,,,,,,,,,,,,,,,,7,
Explicit Public Function,"EmptyStringConverter::EmptyStringConverter",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"EmptyStringConverter::SetupMatchers",,,,,,,,,,,,,,,,,,,,,18,
Public Function,"EmptyStringConverter::SetupMatchers",,,,,,,,,,,,,,,,,,,,,18,
Function,"EnsurePKCS12Init",,,,,,,,,,,,,,,,,,,,,1,
Class,"EvaluateJSAfterRemovingPluginElement",0,0,1,0,,0,0,,2,1,1,0,0,2,45,0,0,1,0,1,,1
Public Function,"EvaluateJSAfterRemovingPluginElement::EvaluateJSAfterRemovingPluginElement",,,,,,,,,,,,,,,,,,,,,3,
Private Virtual Function,"EvaluateJSAfterRemovingPluginElement::NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,4,
Class,"EvaluteJSWithinNPP_New",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"EvaluteJSWithinNPP_New::EvaluteJSWithinNPP_New",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"EvaluteJSWithinNPP_New::NPP_New",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Features::Features",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Features::all",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Features::strictMode",,,,,,,,,,,,,,,,,,,,,4,
Function,"FilterPageProc",,,,,,,,,,,,,,,,,,,,,3,
Class,"FindBadConstructsAction",5,0,1,0,,0,0,,3,1,1,0,0,3,3,0,0,0,2,1,,1
Protected Virtual Function,"FindBadConstructsAction::CreateASTConsumer",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"FindBadConstructsAction::FindBadConstructsAction",,,,,,,,,,,,,,,,,,,,,3,
Protected Virtual Function,"FindBadConstructsAction::ParseArgs",,,,,,,,,,,,,,,,,,,,,8,
Class,"FindBadConstructsConsumer",10,87,1,0,,3,0,,15,12,12,0,0,18,32,0,0,15,0,3,,1
Public Virtual Function,"FindBadConstructsConsumer::CheckChromeClass",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"FindBadConstructsConsumer::CheckChromeEnum",,,,,,,,,,,,,,,,,,,,,11,
Private Function,"FindBadConstructsConsumer::CheckCtorDtorWeight",,,,,,,,,,,,,,,,,,,,,25,
Private Function,"FindBadConstructsConsumer::CheckOverriddenMethod",,,,,,,,,,,,,,,,,,,,,18,
Private Static Function,"FindBadConstructsConsumer::CheckRecordForRefcountIssue",,,,,,,,,,,,,,,,,,,,,7,
Private Function,"FindBadConstructsConsumer::CheckRefCountedDtors",,,,,,,,,,,,,,,,,,,,,19,
Private Function,"FindBadConstructsConsumer::CheckVirtualMethod",,,,,,,,,,,,,,,,,,,,,17,
Private Function,"FindBadConstructsConsumer::CheckVirtualMethods",,,,,,,,,,,,,,,,,,,,,15,
Private Function,"FindBadConstructsConsumer::CheckWeakPtrFactoryMembers",,,,,,,,,,,,,,,,,,,,,23,
Private Function,"FindBadConstructsConsumer::CountType",,,,,,,,,,,,,,,,,,,,,9,
Private Function,"FindBadConstructsConsumer::DiagnosticForIssue",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"FindBadConstructsConsumer::FindBadConstructsConsumer",,,,,,,,,,,,,,,,,,,,,18,
Private Static Function,"FindBadConstructsConsumer::HasPublicDtorCallback",,,,,,,,,,,,,,,,,,,,,5,
Private Function,"FindBadConstructsConsumer::InTestingNamespace",,,,,,,,,,,,,,,,,,,,,3,
Private Function,"FindBadConstructsConsumer::IsMethodInBannedOrTestingNamespace",,,,,,,,,,,,,,,,,,,,,6,
Private Static Function,"FindBadConstructsConsumer::IsRefCountedCallback",,,,,,,,,,,,,,,,,,,,,9,
Private Function,"FindBadConstructsConsumer::PrintInheritanceChain",,,,,,,,,,,,,,,,,,,,,7,
Private Function,"FindBadConstructsConsumer::getErrorLevel",,,,,,,,,,,,,,,,,,,,,3,
Struct,"FindBadConstructsOptions",0,0,0,0,,0,0,,1,4,0,0,4,1,1,0,0,0,0,1,,0
Public Function,"FindBadConstructsOptions::FindBadConstructsOptions",,,,,,,,,,,,,,,,,,,,,5,
Class,"Foo",1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Public Class,"Foo::BarInterface",0,0,0,0,,0,0,,1,0,0,0,0,1,1,0,0,0,1,0,,0
Protected Virtual Function,"Foo::BarInterface::~BarInterface",,,,,,,,,,,,,,,,,,,,,1,
Class,"FormValue",1,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,0,0,2,,1
Public Function,"FormValue::FormValue",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"FormValue::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,4,
Function,"FormatBOOLArgument",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatNPAPIError",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatNPAPIReason",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatNPNVariable",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatNPPVariable",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatPBOOLArgument",,,,,,,,,,,,,,,,,,,,,2,
Function,"FormatPCHARArgument",,,,,,,,,,,,,,,,,,,,,2,
Function,"GeneralPageProc",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"GetLibraryLocation",,,,,,,,,,,,,,,,,,,,,5,
Function,"GetPluginsDir",,,,,,,,,,,,,,,,,,,,,3,
Class,"GetURLNotifyWithURLThatFailsToLoad",0,0,1,0,,0,0,,3,0,0,0,0,3,46,0,0,2,0,1,,1
Public Function,"GetURLNotifyWithURLThatFailsToLoad::GetURLNotifyWithURLThatFailsToLoad",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"GetURLNotifyWithURLThatFailsToLoad::NPP_New",,,,,,,,,,,,,,,,,,,,,2,
Private Virtual Function,"GetURLNotifyWithURLThatFailsToLoad::NPP_URLNotify",,,,,,,,,,,,,,,,,,,,,3,
Class,"GetURLWithJavaScriptURL",1,33,1,0,,0,0,,6,2,2,0,0,6,49,0,0,5,0,1,,1
Public Function,"GetURLWithJavaScriptURL::GetURLWithJavaScriptURL",,,,,,,,,,,,,,,,,,,,,3,
Private Virtual Function,"GetURLWithJavaScriptURL::NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,6,
Private Virtual Function,"GetURLWithJavaScriptURL::NPP_New",,,,,,,,,,,,,,,,,,,,,2,
Private Virtual Function,"GetURLWithJavaScriptURL::NPP_NewStream",,,,,,,,,,,,,,,,,,,,,7,
Private Virtual Function,"GetURLWithJavaScriptURL::NPP_Write",,,,,,,,,,,,,,,,,,,,,4,
Private Virtual Function,"GetURLWithJavaScriptURL::NPP_WriteReady",,,,,,,,,,,,,,,,,,,,,2,
Class,"GetURLWithJavaScriptURLDestroyingPlugin",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"GetURLWithJavaScriptURLDestroyingPlugin::GetURLWithJavaScriptURLDestroyingPlugin",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"GetURLWithJavaScriptURLDestroyingPlugin::NPP_New",,,,,,,,,,,,,,,,,,,,,2,
Class,"GetUserAgentWithNullNPPFromNPPNew",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"GetUserAgentWithNullNPPFromNPPNew::GetUserAgentWithNullNPPFromNPPNew",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"GetUserAgentWithNullNPPFromNPPNew::NPP_New",,,,,,,,,,,,,,,,,,,,,3,
Class,"ImplementationDerivedClass",0,0,2,0,,0,0,,11,0,0,0,0,11,12,2,0,0,0,11,,2
Public Virtual Const Function,"ImplementationDerivedClass::SomeConstMethod",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Const Function,"ImplementationDerivedClass::SomeConstMethodWithExceptionSpec",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"ImplementationDerivedClass::SomeInlineMethod",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"ImplementationDerivedClass::SomeMethodWithCommentAndBody",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"ImplementationDerivedClass::SomeMethodWithExceptionSpec",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"ImplementationDerivedClass::SomeNonPureBaseMethod",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"ImplementationDerivedClass::~ImplementationDerivedClass",,,,,,,,,,,,,,,,,,,,,1,
Abstract Class,"ImplementationInterimClass",0,0,1,1,,0,0,,1,0,0,0,0,1,1,0,0,0,0,1,,1
Class,"InitializerCallback",2,0,1,0,,0,0,,2,1,1,0,0,2,2,0,0,0,0,2,,1
Class,"InitializerCallback",2,0,1,0,,0,0,,2,1,1,0,0,2,2,0,0,0,0,2,,1
Public Function,"InitializerCallback::InitializerCallback",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"InitializerCallback::InitializerCallback",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"InitializerCallback::run",,,,,,,,,,,,,,,,,,,,,4,
Public Virtual Function,"InitializerCallback::run",,,,,,,,,,,,,,,,,,,,,4,
Class,"InlineInCPPOK",1,50,0,0,,0,0,,2,2,2,0,0,2,2,0,0,0,0,2,,0
Public Function,"InlineInCPPOK::InlineInCPPOK",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"InlineInCPPOK::~InlineInCPPOK",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"InstanceList::InstanceList",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"InstanceList::~InstanceList",,,,,,,,,,,,,,,,,,,,,1,
Class,"InvokeDestroysPluginWithinNPP_New",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"InvokeDestroysPluginWithinNPP_New::InvokeDestroysPluginWithinNPP_New",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"InvokeDestroysPluginWithinNPP_New::NPP_New",,,,,,,,,,,,,,,,,,,,,5,
Static Function,"IsGCBaseCallback",,,,,,,,,,,,,,,,,,,,,5,
Function,"IsNullConstant",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"IsTemplateInstantiation",,,,,,,,,,,,,,,,,,,,,4,
Static Function Template,"Json::InRange",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"Json::IsIntegral",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"Json::containsNewLine",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"Json::duplicateStringValue",,,,,,,,,,,,,,,,,,,,,5,
Static Function,"Json::in",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"Json::in",,,,,,,,,,,,,,,,,,,,,1,
Function,"Json::operator>>",,,,,,,,,,,,,,,,,,,,,6,
Static Function,"Json::releaseStringValue",,,,,,,,,,,,,,,,,,,,,1,
Class,"LeakWindowScriptableObject",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"LeakWindowScriptableObject::LeakWindowScriptableObject",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"LeakWindowScriptableObject::NPP_New",,,,,,,,,,,,,,,,,,,,,6,
Function,"LoadRealPlugin",,,,,,,,,,,,,,,,,,,,,2,
Class,"LogNPPSetWindow",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"LogNPPSetWindow::LogNPPSetWindow",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"LogNPPSetWindow::NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,3,
Function,"LogPageProc",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::Logger",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::Logger",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::getMutedCalls",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::getMutedCalls",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::init",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::init",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Logger::isMuted",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Logger::logCall",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logCall",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logCall",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"Logger::logMessage",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logMessage",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logMessage",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logNS_NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logNS_NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logNS_NP_Initialize",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logNS_NP_Initialize",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logNS_NP_Shutdown",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logReturn",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logReturn",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logReturn",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logSPY_NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logSPY_NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"Logger::logSPY_NP_Initialize",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::logSPY_NP_Initialize",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Logger::logSPY_NP_Shutdown",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"Logger::setMutedCalls",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::setMutedCalls",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::setOnTop",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::setToFile",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::setToFile",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"Logger::shut",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"Logger::shut",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::~Logger",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Logger::~Logger",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"LoggerWin::LoggerWin",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"LoggerWin::dumpStringToMainWindow",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"LoggerWin::onClear",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"LoggerWin::onDestroyWindow",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"LoggerWin::platformInit",,,,,,,,,,,,,,,,,,,,,31,
Public Function,"LoggerWin::platformShut",,,,,,,,,,,,,,,,,,,,,14,
Public Function,"LoggerWin::~LoggerWin",,,,,,,,,,,,,,,,,,,,,2,
Function,"MainDlgProc",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"MiniDisassembler::Disassemble",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MiniDisassembler::Disassemble",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"MiniDisassembler::Initialize",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"MiniDisassembler::MiniDisassembler",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MiniDisassembler::MiniDisassembler",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MiniDisassembler::MiniDisassembler",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MiniDisassembler::ProcessModrm",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MiniDisassembler::ProcessOpcode",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"MiniDisassembler::ProcessOperand",,,,,,,,,,,,,,,,,,,,,1,
